,title,rating,metascore,publisher,review
1226,Casino,8.2,60,Newsweek," As anthropology, it's fascinating, and everything about the production is first class. But the human drama at the heart of this movie is stillborn. "
1227,Casino,8.2,50,San Francisco Chronicle," It's an ambitious film -- but also a scattered, unfocused one. "
1228,Casino,8.2,30,Washington Post, Roll past this casino. 
1229,"Lock, Stock and Two Smoking Barrels",8.2,90,Rolling Stone," A dynamite bundle from British writer-director Guy Ritchie. Even when the accents are as indecipherable as the plot, Ritchie keeps the action percolating and the humor on high. "
1230,"Lock, Stock and Two Smoking Barrels",8.2,80,Film Threat," Lock is filled with great writing, great acting, colorful characters, and a tight story. I actually like this film more than ""Pulp Fiction"". "
1231,"Lock, Stock and Two Smoking Barrels",8.2,80,New Times (L.A.)," Ritchie's showmanship--half macho braggadocio, half emotion-tinged bravura--slaps and tickles the viewer into submission. He takes a group of not-so-goodfellas, whose idea of fun is setting farts afire, and, against all odds, makes them lively and engaging. "
1232,"Lock, Stock and Two Smoking Barrels",8.2,80,TV Guide Magazine," Ritchie appears to have been paying attention to what made ""Reservoir Dogs"" (a huge hit in the UK) work, rather than coming away convinced that the formula for success begins and ends with pop-culture allusions and scarcely digested ""homages"" to classic crime films. "
1233,"Lock, Stock and Two Smoking Barrels",8.2,75,San Francisco Chronicle," If the dialect is hard to comprehend, that soon becomes part of the joke. It's unlikely that even the British audiences who made Lock, Stock a big hit got it all. "
1234,"Lock, Stock and Two Smoking Barrels",8.2,75,Chicago Tribune," Plenty of fun, less for its many plot twists than for its large and varied assortment of vibrant characters. [12 Mar 1999] "
1235,"Lock, Stock and Two Smoking Barrels",8.2,70,Variety," Though Ritchie’s screenplay scores a 10 for sheer complexity and cleverness, it rates much lower down the scale for comprehensibility and audience involvement. "
1236,"Lock, Stock and Two Smoking Barrels",8.2,67,Entertainment Weekly," The film's lures, while undeniable, are synthetic, and we never do learn what fuels all the greed besides pints of beer. "
1237,"Lock, Stock and Two Smoking Barrels",8.2,63,USA Today," A half-funny, half-ugly comedy about underworld ineptitude. [5 Mar 1999] "
1238,"Lock, Stock and Two Smoking Barrels",8.2,63,The Globe and Mail (Toronto)," The best one can say is that it's a smart cartoon, and a fairly exhausting viewing experience. "
1239,"Three Billboards Outside Ebbing, Missouri",8.1,100,The Guardian," Those familiar with McDonagh’s work will be unsurprised to learn that Three Billboards is a bold and showboating affair, robustly drawn and richly written; a violent carnival of small-town American life. Yet it has a big, beating heart, even a rough-edged compassion for its brawling inhabitants. "
1240,"Three Billboards Outside Ebbing, Missouri",8.1,100,The Telegraph," It all makes for soaringly satisfying viewing, yet the satisfaction comes from blistering performances and virtuosic screenwriting, and absolutely nothing else. "
1241,"Three Billboards Outside Ebbing, Missouri",8.1,91,IndieWire," Not only is Three Billboards Outside of Ebbing, Missouri the director’s most accomplished film yet, it’s also his most compassionate. "
1242,"Three Billboards Outside Ebbing, Missouri",8.1,91,The Playlist," What immediately comes to the forefront is that McDonagh has choreographed an almost impossible feat of a brutally dark comedy that, thanks to both Rockwell and McDormand, elicits an emotional response you simply don’t see coming. "
1243,"Three Billboards Outside Ebbing, Missouri",8.1,90,The Hollywood Reporter," While the film continues almost throughout to generate great whoops of shocking laughter, it's the notes of genuine sorrow, compassion and contrition that resonate. "
1244,"Three Billboards Outside Ebbing, Missouri",8.1,83,The A.V. Club," Landing closer to Coens country, Three Billboards is more of a slow-roasting tragicomedy about grief and culpability, with higher stakes, a lower gag count, and emphasis on the tragic. But McDonagh still lives for detours and digressions, for the opportunity to stall the plot and humorously slow play a conversation. "
1245,"Three Billboards Outside Ebbing, Missouri",8.1,80,CineVue," Three Billboards Outside Ebbing, Missouri is a multi-layered piece with such swathes of great dialogue that it will no doubt reward - if not demand - multiple viewings. It's also another item of evidence pointing toward a filmmaker getting into his stride. "
1246,"Three Billboards Outside Ebbing, Missouri",8.1,80,Time Out London," It’s full of sharp dialogue and entertaining characters and fuelled by a wryly enlightened view of our world and how it can be at once cruel and caring. For a story built on such dark foundations, it’s weirdly reassuring. It’s also enormous fun. "
1247,"Three Billboards Outside Ebbing, Missouri",8.1,80,Variety," It’s far from a masterpiece, yet it holds you, it adds up, and it’s something to see. "
1248,"Three Billboards Outside Ebbing, Missouri",8.1,70,Screen International," Anchored by a funny, foul-mouthed performance from McDormand, McDonagh’s daringly-structured dark comedy is rich and layered and often laugh-out-loud funny but trips over constant tonal shifts. "
1249,On the Waterfront,8.1,100,Chicago Sun-Times," The acting and the best dialogue passages have an impact that has not dimmed; it is still possible to feel the power of the film and of Brando and Kazan, who changed American movie acting forever. "
1250,On the Waterfront,8.1,100,TV Guide Magazine," A draining experience from beginning to end, relentless in its portrayal of inhumanity. "
1251,On the Waterfront,8.1,100,Boston Globe," The chance to watch a four-star classic the way it was meant to be seen -- fresh print, big screen -- is so rare as to be worth the trip. "
1252,On the Waterfront,8.1,100,Los Angeles Times," As unspoiled in its key elements as the day it was made, ""On the Waterfront"" is indisputably one of the great American films, its power undiminished. Even more today than half a century ago, it demands to be seen. "
1253,On the Waterfront,8.1,88,ReelViews," On the Waterfront may have baggage, but that doesn't prevent it from being one of the great American productions of the mid-20th century. "
1254,On the Waterfront,8.1,80,Chicago Reader, It's hard to deny that Marlon Brando's performance as a dock worker and ex-fighter who finally decides to rat on his gangster brother (Rod Steiger) is pretty terrific. 
1255,On the Waterfront,8.1,80,The New York Times, Moviemaking of a rare and high order. (Review of Original Release) 
1256,On the Waterfront,8.1,80,Variety," Under Elia Kazan's direction, Marlon Brando puts on a spectacular show, giving a fascinating, multi-faceted performance. "
1257,On the Waterfront,8.1,80,Village Voice," Like many cult films, it is also less than the sum of its parts. "
1258,On the Waterfront,8.1,75,Christian Science Monitor," Brando made one of his most indelible impressions in this relentlessly dramatic, ever-controversial tale of loyalty and betrayal in the world of working-class unions. "
1259,The Wolf of Wall Street,8.1,100,Total Film," A touch too long, yet never slack, at three hours, TWOWS benefits from independent funding, Scorsese’s brass balls and an A-grade cast’s turbulent improvisations to emerge as an epic, boldly broad screwball comedy about the state of America, then and now. "
1260,The Wolf of Wall Street,8.1,100,The Telegraph," As hot and wet as freshly butchered meat: every second, every frame of its three-hour running time is virile with a lifetime’s accumulated genius. "
1261,The Wolf of Wall Street,8.1,83,The Playlist," As an sensory experience, 'WOWS' is mostly a terrifically visceral one, a full throttle fast and furious bacchanalia of drug-fueled madness. But as a scathing indictment of American rapacity, it isn't particularly deep or resonant beyond the exterior. "
1262,The Wolf of Wall Street,8.1,80,Variety," A big, unruly bacchanal of a movie that huffs and puffs and nearly blows its own house down, but holds together by sheer virtue of its furious filmmaking energy and a Leonardo DiCaprio star turn so electric it could wake the dead. "
1263,The Wolf of Wall Street,8.1,80,The Hollywood Reporter," Nearly as extravagant as the characters it depicts, Martin Scorsese's comic, operatically-scaled film is, on a moment-by-moment basis, often madly entertaining due to its live-wire energy, exuberant performances and the irresistible appeal of watching naughty boys doing very naughty things. "
1264,The Wolf of Wall Street,8.1,80,The Guardian," The Wolf of Wall Street, for all its abundant appeal, is no Greek tragedy. It lacks the wildness of Taxi Driver, the jeopardy of GoodFellas and the anguish of Raging Bull. Far better to view this as a stylistic homage, a remastered greatest hits compilation, an amiable bit of self-infringement. "
1265,The Wolf of Wall Street,8.1,80,Time Out London," Scorsese never digs too deeply under the skin of these reprehensible playboy douchebags, and there are times where the swooping photography, smash-and-grab editing and toe-tapping soundtrack conspire to almost – almost – make us like them. But when the film’s cylinders are firing, it’s impossible not to be dragged along. "
1266,The Wolf of Wall Street,8.1,75,IndieWire," There's no question about the efficacy of Scorsese's filmmaking prowess, only that he never knows -- or doesn't care -- to slow down and deepen the material. "
1267,The Wolf of Wall Street,8.1,50,Slant Magazine," Martin Scorsese's keyed-up, irreverent tone frequently fails to distinguish itself from the grunting arias sung by the oily paragons of commerce his film evidently intended to deflate. "
1268,The Wolf of Wall Street,8.1,38,New York Post," If you’re going to invest three hours watching a movie about a convicted stock swindler, it needs to be a whole lot more compelling than Martin Scorsese’s handsome, sporadically amusing and admittedly never boring — but also bloated, redundant, vulgar, shapeless and pointless — Wolf of Wall Street. "
1269,The Elephant Man,8.1,100,The Telegraph," Hurt is brilliant as Merrick, projecting in his anguished eyes and mournful body language a humanity past the makeup that embodies so convincingly the pain of Merrick, the original elephant man, whose rare disease was exploited by the people running a Victorian freak show. "
1270,The Elephant Man,8.1,100,Time," This is a tale of redemption and transcendence, of the hunchback of London Hospital, of the noble phantom who want to go to the opera, of Beauty and the Beast. In Treves' account, though, the Beast was a Beauty. In Lynch's hands, so is this film. "
1271,The Elephant Man,8.1,100,Time Out," A marvelous movie, shot in stunning black-and-white by Freddie Francis. "
1272,The Elephant Man,8.1,100,TV Guide Magazine," Hurt gives a tour de force performance, masterfully conveying emotions while unable to use his face or even much of his voice. "
1273,The Elephant Man,8.1,90,Variety," Hopkins is splendid in a subtly nuanced portrayal of a man torn between humanitarianism and qualms that his motives in introducing the Elephant Man to society are no better than those of the brutish carny. The center-piece of the film, however, is the virtuoso performance by the almost unrecognizable John Hurt. "
1274,The Elephant Man,8.1,90,The New Yorker," A very pleasurable surprise. Lighted by Freddie Francis, this film is perhaps the most beautiful example of black-and-white cinematography in about 15 years. "
1275,The Elephant Man,8.1,90,The New Yorker, Lynch’s powerful depiction of Merrick (played by John Hurt) moves a viewer from revulsion and fear to empathy and tenderness. 
1276,The Elephant Man,8.1,80,Empire," If you thought the sweetness of The Straight Story was unprecedented in Lynchs work, look again at this earlier true-life tale of odd, everyday heroism. "
1277,The Elephant Man,8.1,50,Chicago Sun-Times," I kept asking myself what the film was really trying to say about the human condition as reflected by John Merrick, and I kept drawing blanks. The film's philosophy is this shallow: (1)Wow, the Elephant Man sure looked hideous, and (2)gosh, isn't it wonderful how he kept on in spite of everything? "
1278,The Elephant Man,8.1,50,Chicago Reader," Despite the rich associations, the film finally makes little more of its central figure, a hideously deformed young man, than an object of pity. "
1279,Inside Out,8.1,100,Hitfix," Co-directors Pete Docter and Ronnie Del Carmen have told a very, very small-scale story when you look at what happens in the actual physical world. But in doing so, they've done something very powerful, because they have paid full respect to just how turbulent and important the inner life of a child can be. "
1280,Inside Out,8.1,100,Variety," In execution, Pixar’s 15th feature proves to be the greatest idea the toon studio has ever had: a stunningly original concept that will not only delight and entertain the company’s massive worldwide audience, but also promises to forever change the way people think about the way people think, delivering creative fireworks grounded by a wonderfully relatable family story. "
1281,Inside Out,8.1,100,The Telegraph," This is a humane and heart-wrenchingly beautiful film from Docter; even measured alongside Pixar’s numerous great pictures, it stands out as one of the studio’s very best. "
1282,Inside Out,8.1,90,The Hollywood Reporter," It’s an audacious concept, and Docter’s imagination, along with those of his numerous collaborators, is adventurous and genially daft enough to put it over. "
1283,Inside Out,8.1,83,The Playlist," Inside Out is not just fun and breezy, it's also truly weird and wicked smart in its thoroughly heartfelt conclusions. "
1284,Inside Out,8.1,80,The Guardian," It hasn’t anything as genuinely emotionally devastating as Up, or the subtlety and inspired subversion of Monsters Inc. and the Toy Stories which it certainly resembles at various stages. But it is certainly a terrifically likeable, ebullient and seductive piece of entertainment, taken at full-throttle. "
1285,Inside Out,8.1,80,Screen International, With most of the story of Inside Out playing out inside Riley’s mind – the child’s eyes providing the emotion-themed characters’ view of the outside world – the film offers ample scope for the creativity of the filmmaking team. 
1286,Inside Out,8.1,80,CineVue," All of this is achieved with the signature levels of emotional intelligence that Pixar are renowned for. The level of detail with which they have created this world is staggering, with each aspect of the psyche carefully thought out. "
1287,Inside Out,8.1,80,Time Out London," At times, you ache to put the brakes on the chaos, but still Pixar manages to do with all this what they do best, turning the everyday rough and smooth of childhood experience into a thoughtful, inventive adventure, full of totally appropriate lurid and strange imagery. "
1288,Inside Out,8.1,75,Slant Magazine," Both wonderfully complex and weirdly reductive at the same time—a formula, though, that seems as sound an embodiment of the human brain as any other. "
1289,V for Vendetta,8.1,90,Time," It's a terrific movie. I love the look and the verve of the thing, the confidence of its epic design, its smart use of half a dozen noted British thesps, lending weight and wit to the supporting roles. "
1290,V for Vendetta,8.1,88,Rolling Stone, The explosive V for Vendetta is powered by ideas that are not computer-generated. It's something rare in Teflon Hollywood: a movie that sticks with you. 
1291,V for Vendetta,8.1,88,ReelViews," V for Vendetta represents 2006's first memorable motion picture - a visually sumptuous concoction that combines political allegory, bloody action, and a few stunning cinematic moments into a solid piece of entertainment. "
1292,V for Vendetta,8.1,80,Empire," Setting out more to challenge us with its ideas than make us whoop at the action, Vendetta can be clumsy, but there are enough impressive flourishes to make up for its stumblings. "
1293,V for Vendetta,8.1,75,The A.V. Club," Mostly, it's content to remain a compelling, visually striking political mystery with some big ideas woven into it--subversive notions about integrity, liberty, and political change. "
1294,V for Vendetta,8.1,70,The Hollywood Reporter," Viewers expecting a thrill ride might be disappointed. V engages in a couple of satisfying crime-fighting set pieces, but the story is more occupied with mystery and intrigue. Happily, it almost is entirely free of the hollow pomposity that marred the Wachowskis' last two ""Matrix"" films. "
1295,V for Vendetta,8.1,50,Variety," Suffers from many of same problems as last two installments of producers Andy and Larry Wachowski's ""Matrix"" franchise: indigestible dialogue, pacing difficulties and too much pseudo-philosophical info. "
1296,V for Vendetta,8.1,50,Village Voice," Absorbing even in its incoherence,V for Vendetta manages to make an old popular mythology new. Impossible not to break into a grin: It's the thought that counts. "
1297,V for Vendetta,8.1,40,Newsweek," The movie plays like a clumsy assault on post-9/11 paranoia. It references ""America's war,"" uses imagery direct from Abu Ghraib and contains dialogue likely to offend anyone who's not, say, a suicide bomber. "
1298,V for Vendetta,8.1,30,The New Yorker," The quarter-century-old disgruntled fantasies of two English comic-book artists, amplified by a powerful movie company, and ambushed by history, wind up yielding a disastrous muddle. "
1299,Mr. Smith Goes to Washington,8.1,100,Empire," Demonstrating that the greatest political evil is indifference, this appeal to a world on the verge of war has lost none of its relevance. "
1300,Mr. Smith Goes to Washington,8.1,100,Variety," There’s tremendous dramatic impact threaded throughout the picture, interwoven with those deft human episodes which have become familiar with Capra’s direction in previous pictures. He keys the motivation of his basic premise without wasting time, and then carries it through vigorously. "
1301,Mr. Smith Goes to Washington,8.1,100,The New York Times," [Capra] has paced it beautifully and held it in perfect balance, weaving his romance lightly through the political phases of his comedy, flicking a sardonic eye over the Washington scene, racing out to the hinterland to watch public opinion being made and returning miraculously in time to tie all the story threads together into a serious and meaningful dramatic pattern. "
1302,Mr. Smith Goes to Washington,8.1,100,TV Guide Magazine," While MR. SMITH GOES TO WASHINGTON is the most moral of films, it is so artfully filled with real emotion that it never becomes heavy-handed. "
1303,Mr. Smith Goes to Washington,8.1,90,Time," The acting of the brilliant cast is sometimes superb. But Mr. Smith Goes to Washington is bigger than any of these things. Its real hero is not calfy Jeff Smith, but the things he believes, as embodied in the hero of U. S. democracy's first crisis, Abraham Lincoln. "
1304,Mr. Smith Goes to Washington,8.1,80,Time Out, Quintessential Capra - popular wish-fulfilment served up with such fast-talking comic panache that you don't have time to question its cornball idealism. 
1305,Mr. Smith Goes to Washington,8.1,80,Chicago Reader," This is classic Capracorn, with the greatest girl cynic of the 30s, Jean Arthur. "
1306,Mr. Smith Goes to Washington,8.1,60,The New Yorker," No one else can balance the ups and downs of wistful sentiment and corny humor the way Capra can - but if anyone else should learn to, kill him. "
1307,Mr. Smith Goes to Washington,8.1,40,The New Republic, Clumsy and irritating. 
1308,There Will Be Blood,8.1,100,Newsweek," There Will Be Blood is ferocious, and it will be championed and attacked with an equal ferocity. When the dust settles, we may look back on it as some kind of obsessed classic. "
1309,There Will Be Blood,8.1,100,Premiere," There Will Be Blood is, in fact, not a historical saga; rather, it's an absurdist, blackly comic horror film with a very idiosyncratic satanic figure at its core. "
1310,There Will Be Blood,8.1,100,The Hollywood Reporter, Daniel Day-Lewis stuns in Paul Thomas Anderson's saga of a soul-dead oil man. 
1311,There Will Be Blood,8.1,100,The New Yorker, An enthralling and powerfully eccentric American epic. 
1312,There Will Be Blood,8.1,100,Variety," Boldly and magnificently strange, There Will Be Blood marks a significant departure in the work of Paul Thomas Anderson. "
1313,There Will Be Blood,8.1,100,Slate," For a story that's all about the harnessing of fateful chthonic forces, Paul Thomas Anderson has dug deeper than ever before, and struck black gold. "
1314,There Will Be Blood,8.1,100,Entertainment Weekly," For bleakness, the movie can't be beat -- nor for brilliance. "
1315,There Will Be Blood,8.1,100,The New York Times," The film is above all a consummate work of art, one that transcends the historically fraught context of its making, and its pleasures are unapologetically aesthetic. It reveals, excites, disturbs, provokes, but the window it opens is to human consciousness itself. "
1316,There Will Be Blood,8.1,75,TV Guide Magazine," Ambitious, deeply flawed and studded with sequences that achieve pure, majestic greatness. "
1317,There Will Be Blood,8.1,75,ReelViews," Unfortunately, the film's final third is poorly focused and, while there is a clear conclusion, it feels strangely hollow. "
1318,Room,8.1,100,Entertainment Weekly, Room is more than the title of one of the year’s most powerful movies — it’s a state of mind that’s unbearably tense and as claustrophobic as a straitjacket 
1319,Room,8.1,91,Hitfix, Room is simply a movie about mother and son trying to adapt to the outside world after years of forced captivity. And the surprise is how succinctly it captures this drastic life change from the perspective of five-year-old. 
1320,Room,8.1,91,IndieWire," Director Lenny Abrahamson seamlessly translates Donoghue's work into cinematic terms with his relentlessly compelling adaptation. However, the drama owes just as much to its two stars, Brie Larson and newcomer Jacob Tremblay, whose textured performances turn outrageous circumstances into a tense and surprisingly credible survival tale. "
1321,Room,8.1,88,Slant Magazine," The film, never sensational or saccharine, is a tough but tender tribute to the creative power of maternal love. "
1322,Room,8.1,80,The Guardian," There are some plausibility issues in Room, but this is a disturbing and absorbing film, shrewdly acted, particularly by Larson. It lets the audience in; it does not just let the nightmare stun them into submission. You make a real emotional engagement. "
1323,Room,8.1,80,Time Out," If Abrahamson were as gifted with a camera as he was with his cast (he inspires subtlety even from the tiny Tremblay), Room could have been truly worthy of the astonishing performances that provide its foundation. "
1324,Room,8.1,80,Variety," It’s a testament to the story’s underlying integrity that, even when deprived of some of the elements that made Emma Donoghue’s 2010 book so gripping, director Lenny Abrahamson’s inevitably telescoped but beautifully handled adaptation retains considerable emotional impact. "
1325,Room,8.1,75,The Playlist," Room has unforgettable, must-witness performances, and its soulful mother and son narrative is one of the most touching dynamics you’ll see in theaters this year. "
1326,Room,8.1,70,The Hollywood Reporter," Overall, it’s a decent shot at a tall target, but real credit is due the lead actors, with Larson expanding beyond the already considerable range she’s previously shown with an exceedingly dimensional performance in a role that calls for running the gamut, and Tremblay always convincing without ever becoming cloying. "
1327,Room,8.1,60,The Telegraph," It ought to be a triumph. Somehow, though, it lacks the flooding emotional force Donoghue gave it on the page. "
1328,Warrior,8.1,100,Empire," It hardly rewrites the rulebook, but Warrior is a powerful, moving and brilliant sports-pic-cum-family drama. Like ""The Fighter,"" but with kicking. "
1329,Warrior,8.1,90,The Hollywood Reporter," It's a long movie that feels short: It grabs you in early scenes, intense though low-key before all hell breaks loose, then keeps you riveted to its mostly male characters. "
1330,Warrior,8.1,88,ReelViews," O'Connor gives the film a dark, moody look, which is the best choice for so many roiling emotions. This is not a traditional stand-up-and-cheer fight movie; the undercurrents are too strong and deep. "
1331,Warrior,8.1,80,Variety, An improbably effective and affecting mix of raw emotions and exciting smackdowns. 
1332,Warrior,8.1,80,Boxoffice Magazine," Though Warrior excels at the big stuff-fighting sequences and rousing crowds and victories that all but force audiences to stand up and cheer - the film is at its very best in the small moments, the little looks. "
1333,Warrior,8.1,80,Village Voice," Old line-gargler Nolte remains an effortlessly moving presence, while Hardy and Edgerton embody their archetypes and handle the physical demands. "
1334,Warrior,8.1,75,Entertainment Weekly," Mostly, Warrior is a showcase for its up-and-coming stars. Edgerton, from last year's ""Animal Kingdom,"" and Hardy, who stole scenes as the identity forger in ""Inception."" "
1335,Warrior,8.1,75,Slant Magazine," O'Conner continues to exhibit a deft knack for melding interpersonal drama with athletic competition in ways that, despite his tales' clichés, earn their melodramatic manipulations through genuine empathy for characters' plights. "
1336,Warrior,8.1,75,Orlando Sentinel," Warrior is a straight genre picture, a fight movie of the old school. But it's a mixed martial arts tale, and as such, it's the best MMA movie ever. "
1337,Warrior,8.1,60,Time Out," Yet it still works like gangbusters - tears will be stifled by the end of the sibling vs. sibling finale - and most of the credit should go to Hardy, Nolte and Edgerton. "
1338,Blade Runner,8.1,100,Chicago Reader," The grafting of 40s hard-boiled detective story with SF thriller creates some dysfunctional overlaps, and the movie loses some force whenever violence takes over, yet this remains a truly extraordinary, densely imagined version of both the future and the present, with a look and taste all its own. "
1339,Blade Runner,8.1,100,Chicago Tribune," Most important, several elements -- the film's tough, new ending; a sly, fleeting dissolve of a unicorn, not in the original; and a brilliant, trompe d'oeil flicker of life in a shot of a still photograph -- bring Deckard's existential dilemma into focus. [11 Sept 1992] "
1340,Blade Runner,8.1,100,Los Angeles Times," May be the best ""new"" American movie released this year. [11 Sept 1992] "
1341,Blade Runner,8.1,100,Washington Post," This movie is great in any version...I don't miss what has been cut from the new version. The overall effect is so beautifully wrought, a few details aren't going to bring things crashing down. "
1342,Blade Runner,8.1,100,Washington Post," Grand enough in scale to carry its many Biblical and mythological references, Blade Runner never feels heavy or pretentious -- only more and more engrossing with each viewing. It helps, too, that it works as pure entertainment. "
1343,Blade Runner,8.1,91,Entertainment Weekly, This is perhaps the only science-fiction film that can be called transcendental. 
1344,Blade Runner,8.1,88,USA Today," What remains is a great Vangelis score, astonishing production design, Hauer's career role -- and a movie that deserves its cult reputation despite an unloving heart. [11 Sept 1992] "
1345,Blade Runner,8.1,75,San Francisco Chronicle," Today, Blade Runner works better than ever: Scott's version not only has more dramatic integrity, but its visual aesthetic and futuristic vision are more in sync with today's movie-goers. [11 Sept 1992] "
1346,Blade Runner,8.1,75,Chicago Sun-Times," It looks fabulous, it uses special effects to create a new world of its own, but it is thin in its human story. "
1347,Blade Runner,8.1,38,Christian Science Monitor," As before, the movie is more impressive for its finely detailed vision of Los Angeles as a futuristic slum than for its story, acting, or message. It's all downhill after the first few eye-dazzling minutes. [2 Oct 1992] "
1348,Dial M for Murder,8.1,90,The New York Times, The thrills come in following a succession of dawnings in people's minds.But Mr. Hitchcock has presented this mental material on the screen with remarkable visual definition of developing intrigue and mood. 
1349,Dial M for Murder,8.1,80,Village Voice," If the things here are homelier and less loved than, say, Marnie's neon yellow purse or Cary Grant's glowing glass of milk, and the film itself no one's idea of major Hitch, it remains a fascinating investigation of a stillborn process from one of cinema's most dedicated inquisitors of structure. "
1350,Dial M for Murder,8.1,80,The Guardian," The result is a rather stagey film whose back projections look quaint, with 3D apparently used to foreground items of furniture, such as table-lamps, giving rise to some eccentric camera-angles. But the set-up is ingenious and the ""kill"" scene genuinely thrilling. [2013 3D Release] "
1351,Dial M for Murder,8.1,80,Time," Dial M is starred with fine scenes and good performances. Though played as contemporary melodrama, it somehow manages to reflect the gaslight magic of turn-of-the-century London. "
1352,Dial M for Murder,8.1,80,Time Out," Its trick is to generate considerable suspense while withholding nothing from the audience. Its pleasures are not profound ones, but there’s enough dimensionality up on the screen to compensate. [2013 3D Release] "
1353,Dial M for Murder,8.1,75,Slant Magazine," What tends to make even lesser Hitchcock films shine is his innate gift for directing performers, and this accounts for many of the pleasures of this ditty. "
1354,Dial M for Murder,8.1,70,TV Guide Magazine," Lower case Hitch, but diverting and sleek, with the climax early on. [review of original release] "
1355,Dial M for Murder,8.1,70,Chicago Reader," The screenplay tends to constrain rather than liberate Hitchcock's thematic thrust, but there is much of technical value in his geometric survey of the scene and the elaborate strategies employed to transfer audience sympathy among the four main characters. "
1356,Dial M for Murder,8.1,60,Empire, Despite Hitchcock's own reservations this is definitely worth a look. Interesting to his aficionados and darkly funny and depressing in turns. 
1357,Dial M for Murder,8.1,60,Variety," There are a number of basic weaknesses in the setup that keep the picture from being a good suspense show for any but the most gullible. Via the performances and several suspense tricks expected of Hitchcock, the weaknesses are glossed over but not enough to rate the film a cinch winner. "
1358,No Country for Old Men,8.1,100,Rolling Stone," Joel and Ethan Coen's adaptation of Cormac McCarthy's 2005 novel is an indisputably great movie, at this point the year's very best. "
1359,No Country for Old Men,8.1,100,Variety," A scorching blast of tense genre filmmaking shot through with rich veins of melancholy, down-home philosophy and dark, dark humor, No Country for Old Men reps a superior match of source material and filmmaking talent. "
1360,No Country for Old Men,8.1,100,Village Voice," The most measured, classical film of their (Coen Brothers) 23-year career, and maybe the best. "
1361,No Country for Old Men,8.1,91,Entertainment Weekly," The breath of cinematic life, though, the sensibility, the energy, belong to Joel and Ethan Coen, and this is their stirring success. "
1362,No Country for Old Men,8.1,90,New York Magazine (Vulture), It’s a near masterpiece. 
1363,No Country for Old Men,8.1,90,Salon," It's the most ambitious and impressive Coen film in at least a decade, featuring the flat, sun-blasted landscapes of west Texas -- spectacularly shot by cinematographer Roger Deakins -- and an eerily memorable performance by Javier Bardem, in a Ringo Starr haircut. "
1364,No Country for Old Men,8.1,88,ReelViews," It’s mostly an off-kilter road trip that accomplishes what the Coens do best - seamlessly merging drama, violence, and quirky humor into a whole. "
1365,No Country for Old Men,8.1,88,Chicago Tribune," As pure craftsmanship, No Country for Old Men is as good as we’ve ever gotten from Joel and Ethan Coen. Only “Fargo” is more satisfying (it’s also a comedy, which this one isn’t). "
1366,No Country for Old Men,8.1,80,The Hollywood Reporter," The Coens' typically superior filmmaking sustains the electrifying mood for most of the picture, but they are undone by being too faithful to the source novel by Cormac McCarthy. "
1367,No Country for Old Men,8.1,70,The New Yorker," Beyond question a return to the dark, simmering days of their best work, in “Blood Simple” and “Miller’s Crossing.” "
1368,The Sixth Sense,8.1,80,L.A. Weekly," Writer-director M. Night Shyamalan lets the tension rise slowly, leads you everywhere you don't expect, doesn't rip you off and totally freaks you out -- all without stale effects or gore. "
1369,The Sixth Sense,8.1,80,Film.com, Chalk this film up as an unusually intelligent thriller about that which scares us the most: accepting our accidents of fate. 
1370,The Sixth Sense,8.1,80,Film.com," It's far more loquacious and cerebral than your average run-of-the-mill thriller, but boy, when the relatively infrequent scares do come, they will pull you out of your seat and raise the hair on your arms. "
1371,The Sixth Sense,8.1,75,San Francisco Examiner, Ultimately affecting mix 'n' match weeper. 
1372,The Sixth Sense,8.1,75,Portland Oregonian, Sometimes verges on silliness. 
1373,The Sixth Sense,8.1,70,Slate," Ultimately, it has less in common with ""Blair Witch"" than with such quivering lumps of sentiment as ""Ghost"" and Field of Dreams."" "
1374,The Sixth Sense,8.1,60,Variety," Borderline dull to sit through, The Sixth Sense is actually rather interesting to think about afterward because of the revelation of its ending. "
1375,The Sixth Sense,8.1,50,Village Voice," Complain all you want about Willis's posturing and the rabbit-in-the-hat ending (predicated as it is on a vast plothole), the film is still a rarity, a studio horror movie focused on a child's traumatic stress. "
1376,The Sixth Sense,8.1,50,The Globe and Mail (Toronto)," At least tries to disturb us, rather than shock us or gross us out, and that is admirable. But it doesn't pull it off, and the movie is indicative of the trouble Hollywood has these days making that most frightening kind of movie -- the kind that lets the audience frighten itself. "
1377,The Sixth Sense,8.1,30,Salon," Because the movie never fully engages us, it never quite manages to allay our queasiness about watching the boy's distress. "
1378,Trainspotting,8.1,100,Entertainment Weekly," It would be hard to imagine a movie about drugs, depravity, and all-around bad behavior more electrifying than Trainspotting. "
1379,Trainspotting,8.1,100,Film.com, Keeps you engaged in this story of a memorable anti-hero for our times. 
1380,Trainspotting,8.1,100,Chicago Tribune," Heroin may be a downer, but Trainspotting definitely takes you up…a series of roaring, provocative, outrageous highs. [26 July 1996, Friday, p.C] "
1381,Trainspotting,8.1,90,TNT RoughCut, Irresistibly bleak appeal. 
1382,Trainspotting,8.1,87,Mr. Showbiz, It's a disturbing film in the best sense. 
1383,Trainspotting,8.1,80,Film.com," Ewan McGregor in a raw, funny, star-making performance. "
1384,Trainspotting,8.1,80,Chicago Reader, A must-see. 
